ID,TI,Taxon,Taxon_notes,Status,Higher_tax,Macropodin_status,Sex,Side,Assemblage,Deposit_type,Est_age,PW,H_HYPCD
SAMA_M900,3,Petrogale_penicillata,,Modern,Macropodinae,non_macropodin,M,L,Modern,NA,0,4.29,5.27
SAMA_M548,2,Petrogale_penicillata,,Modern,Macropodinae,non_macropodin,NA,R,Modern,NA,0,4.06,5.03
AM_M41265,3,Petrogale_penicillata,,Modern,Macropodinae,non_macropodin,NA,R,Modern,NA,0,4.36,5.8
AM_M34732,2,Petrogale_penicillata,,Modern,Macropodinae,non_macropodin,NA,R,Modern,NA,0,4.42,5.9
SAMA_M2643,3,Petrogale_penicillata,,Modern,Macropodinae,non_macropodin,F,R,Modern,NA,0,4.92,6.71
QM_F9045,2,Petrogale_sp_indet,,Fossil,Macropodinae,non_macropodin,NA,L,Bluff_Downs,Non_cave,4,3.89,4.41
QM_F7795,3,Petrogale_sp_indet,,Fossil,Macropodinae,non_macropodin,NA,R,Bluff_Downs,Non_cave,4,4.41,5.24
QM_F9043,2,Petrogale_sp_indet,,Fossil,Macropodinae,non_macropodin,NA,L,Bluff_Downs,Non_cave,4,4.35,5.3
SAMA_P29902,3,Petrogale_sp_nov1,,Fossil,Macropodinae,non_macropodin,NA,L,Corra_Lynn_Cave,Cave,3.1,4.84,4.88
SAMA_P29924b,2,Petrogale_sp_nov1,,Fossil,Macropodinae,non_macropodin,NA,R,Corra_Lynn_Cave,Cave,3.1,4.47,4.76
SAMA_P29924g,3,Petrogale_sp_nov1,,Fossil,Macropodinae,non_macropodin,NA,L,Corra_Lynn_Cave,Cave,3.1,5.65,6.45
SAMA_P29924c,2,Petrogale_sp_nov1,,Fossil,Macropodinae,non_macropodin,NA,R,Corra_Lynn_Cave,Cave,3.1,4.03,4.98
SAMA_P29921,2,Petrogale_sp_nov2,,Fossil,Macropodinae,non_macropodin,NA,R,Corra_Lynn_Cave,Cave,3.1,5.39,5.74
SAMA_P29920,3,Petrogale_sp_nov2,,Fossil,Macropodinae,non_macropodin,NA,R,Corra_Lynn_Cave,Cave,3.1,5.36,5.87
SAMA_P29922,2,Petrogale_sp_nov2,,Fossil,Macropodinae,non_macropodin,NA,L,Corra_Lynn_Cave,Cave,3.1,5.19,5.75
SAMA_P29924h,3,Petrogale_sp_nov2,,Fossil,Macropodinae,non_macropodin,NA,L,Corra_Lynn_Cave,Cave,3.1,5.8,6.69
SAMA_P29924f,2,Petrogale_sp_nov2,,Fossil,Macropodinae,non_macropodin,NA,L,Corra_Lynn_Cave,Cave,3.1,5.31,6.13
SAMA_P29922,3,Petrogale_sp_nov2,,Fossil,Macropodinae,non_macropodin,NA,L,Corra_Lynn_Cave,Cave,3.1,5.14,6.43
SAMA_P_unregA,3,Petrogale_sp_nov2,,Fossil,Macropodinae,non_macropodin,NA,R,Corra_Lynn_Cave,Cave,3.1,5.49,7.31
WAM_07_6_455,3,Potorous_gilbertii,,Fossil,Potoroinae,non_macropodin,NA,R,Tight_Entrance_Cave_Unit_H,Cave,0.03,3.13,1.97
WAM_07_6_455,2,Potorous_gilbertii,,Fossil,Potoroinae,non_macropodin,NA,L,Tight_Entrance_Cave_Unit_H,Cave,0.03,3.31,2.74
WAM_07_6_159,3,Potorous_gilbertii,,Fossil,Potoroinae,non_macropodin,NA,R,Tight_Entrance_Cave_Unit_H,Cave,0.03,3.08,2.75
WAM_07_6_158,3,Potorous_gilbertii,,Fossil,Potoroinae,non_macropodin,NA,L,Tight_Entrance_Cave_Unit_H,Cave,0.03,3.03,2.91
WAM_07_6_190,3,Potorous_gilbertii,,Fossil,Potoroinae,non_macropodin,NA,R,Tight_Entrance_Cave_Unit_H,Cave,0.03,3.04,3.02
NTM_U7973,3,Potorous_tridactylus,,Modern,Potoroinae,non_macropodin,NA,R,Modern,NA,0,3.36,1.4
NTM_U7962,3,Potorous_tridactylus,,Modern,Potoroinae,non_macropodin,NA,R,Modern,NA,0,3.68,1.9
NTM_U7976,3,Potorous_tridactylus,,Modern,Potoroinae,non_macropodin,NA,R,Modern,NA,0,3.31,1.78
SAMA_M8658,3,Potorous_tridactylus,,Modern,Potoroinae,non_macropodin,NA,R,Modern,NA,0,3.38,2.56
SAMA_M8659,3,Potorous_tridactylus,,Modern,Potoroinae,non_macropodin,NA,L,Modern,NA,0,3.31,2.51
AM_M8373,3,Potorous_tridactylus,,Modern,Potoroinae,non_macropodin,F,R,Modern,NA,0,2.6,2.05
AM_M4598,2,Potorous_tridactylus,,Modern,Potoroinae,non_macropodin,F,L,Modern,NA,0,3.44,3.03
AM_M8371,3,Potorous_tridactylus,,Modern,Potoroinae,non_macropodin,F,R,Modern,NA,0,3.37,3
AM_M8367,3,Potorous_tridactylus,,Modern,Potoroinae,non_macropodin,F,R,Modern,NA,0,3.32,2.97
AM_M8349,3,Potorous_tridactylus,,Modern,Potoroinae,non_macropodin,M,R,Modern,NA,0,3.49,3.13
AM_M8373,2,Potorous_tridactylus,,Modern,Potoroinae,non_macropodin,F,R,Modern,NA,0,2.85,2.57
AM_M8363,2,Potorous_tridactylus,,Modern,Potoroinae,non_macropodin,F,R,Modern,NA,0,3.68,3.43
AM_M10949,2,Potorous_tridactylus,,Modern,Potoroinae,non_macropodin,NA,R,Modern,NA,0,3.55,3.44
AM_M19605,2,Potorous_tridactylus,,Modern,Potoroinae,non_macropodin,M,L,Modern,NA,0,3.62,3.59
AM_M8353,2,Potorous_tridactylus,,Modern,Potoroinae,non_macropodin,F,R,Modern,NA,0,3.52,3.73
UCMP_192748,2,Prionotemnus_palankarinnicus,,Fossil,Macropodinae,macropodin,NA,R,Lawson_Daily_Quarry,Non_cave,3.9,7.52,8.89
UCMP_45404,3,Prionotemnus_palankarinnicus,,Fossil,Macropodinae,macropodin,NA,R,Mampuwordu_Sand_unspecified,Non_cave,3.9,8.04,6.75
UCMP_45359,3,Prionotemnus_palankarinnicus,,Fossil,Macropodinae,macropodin,NA,R,Mampuwordu_Sand_unspecified,Non_cave,3.9,9.47,8.04
UCMP_44496,2,Prionotemnus_palankarinnicus,,Fossil,Macropodinae,macropodin,NA,R,Mampuwordu_Sand_unspecified,Non_cave,3.9,7.92,6.73
UCMP_45379,3,Prionotemnus_palankarinnicus,,Fossil,Macropodinae,macropodin,NA,L,Mampuwordu_Sand_unspecified,Non_cave,3.9,9.47,8.29
UCMP_44497,3,Prionotemnus_palankarinnicus,,Fossil,Macropodinae,macropodin,NA,R,Mampuwordu_Sand_unspecified,Non_cave,3.9,8.72,7.82
UCMP_45405,3,Prionotemnus_palankarinnicus,,Fossil,Macropodinae,macropodin,NA,L,Mampuwordu_Sand_unspecified,Non_cave,3.9,8.77,8.07
UCMP_44389,2,Prionotemnus_palankarinnicus,,Fossil,Macropodinae,macropodin,NA,L,Mampuwordu_Sand_unspecified,Non_cave,3.9,7.89,7.27
UCMP_unreg_RAS 5383,2,Prionotemnus_palankarinnicus,,Fossil,Macropodinae,macropodin,NA,L,Mampuwordu_Sand_unspecified,Non_cave,3.9,8.4,7.74
UCMP_47377,2,Prionotemnus_palankarinnicus,,Fossil,Macropodinae,macropodin,NA,R,Mampuwordu_Sand_unspecified,Non_cave,3.9,7.77,7.2
UCMP_45378,3,Prionotemnus_palankarinnicus,,Fossil,Macropodinae,macropodin,NA,L,Mampuwordu_Sand_unspecified,Non_cave,3.9,8.92,8.6
UCMP_44474,2,Prionotemnus_palankarinnicus,,Fossil,Macropodinae,macropodin,NA,L,Mampuwordu_Sand_unspecified,Non_cave,3.9,8.3,8.12
UCMP_45362,3,Prionotemnus_palankarinnicus,,Fossil,Macropodinae,macropodin,NA,L,Mampuwordu_Sand_unspecified,Non_cave,3.9,8.45,8.42
UCMP_44504,3,Prionotemnus_palankarinnicus,,Fossil,Macropodinae,macropodin,NA,R,Mampuwordu_Sand_unspecified,Non_cave,3.9,8.9,8.88
UCMP_44507,2,Prionotemnus_palankarinnicus,,Fossil,Macropodinae,macropodin,NA,L,Mampuwordu_Sand_unspecified,Non_cave,3.9,7.69,7.69
UCMP_44500,3,Prionotemnus_palankarinnicus,,Fossil,Macropodinae,macropodin,NA,NA,Mampuwordu_Sand_unspecified,Non_cave,3.9,8.9,8.99
UCMP_44478,2,Prionotemnus_palankarinnicus,,Fossil,Macropodinae,macropodin,NA,R,Mampuwordu_Sand_unspecified,Non_cave,3.9,7.42,7.55
UCMP_44495,3,Prionotemnus_palankarinnicus,,Fossil,Macropodinae,macropodin,NA,R,Mampuwordu_Sand_unspecified,Non_cave,3.9,8.06,8.23
UCMP_44508,3,Prionotemnus_palankarinnicus,,Fossil,Macropodinae,macropodin,NA,R,Mampuwordu_Sand_unspecified,Non_cave,3.9,7.73,7.97
UCMP_44502,3,Prionotemnus_palankarinnicus,,Fossil,Macropodinae,macropodin,NA,L,Mampuwordu_Sand_unspecified,Non_cave,3.9,8.8,9.08
UCMP_45397,3,Prionotemnus_palankarinnicus,,Fossil,Macropodinae,macropodin,NA,R,Mampuwordu_Sand_unspecified,Non_cave,3.9,8.42,8.74
UCMP_44503,2,Prionotemnus_palankarinnicus,,Fossil,Macropodinae,macropodin,NA,R,Mampuwordu_Sand_unspecified,Non_cave,3.9,7.46,7.9
UCMP_57234A,2,Prionotemnus_palankarinnicus,,Fossil,Macropodinae,macropodin,NA,R,Mampuwordu_Sand_unspecified,Non_cave,3.9,7.53,7.98
UCMP_45386,3,Prionotemnus_palankarinnicus,,Fossil,Macropodinae,macropodin,NA,L,Mampuwordu_Sand_unspecified,Non_cave,3.9,8.82,9.55
UCMP_45375,2,Prionotemnus_palankarinnicus,,Fossil,Macropodinae,macropodin,NA,L,Mampuwordu_Sand_unspecified,Non_cave,3.9,7.65,8.41
UCMP_44543,3,Prionotemnus_palankarinnicus,,Fossil,Macropodinae,macropodin,NA,L,Mampuwordu_Sand_unspecified,Non_cave,3.9,8.52,9.41
UCMP_44468,3,Prionotemnus_palankarinnicus,,Fossil,Macropodinae,macropodin,NA,L,Mampuwordu_Sand_unspecified,Non_cave,3.9,7.49,8.39
UCMP_57167,2,Prionotemnus_palankarinnicus,,Fossil,Macropodinae,macropodin,NA,R,Mampuwordu_Sand_unspecified,Non_cave,3.9,7.56,8.53
SAMA_P_unreg,3,Prionotemnus_palankarinnicus,,Fossil,Macropodinae,macropodin,NA,R,Mampuwordu_Sand_unspecified,Non_cave,3.9,7.46,8.71
UCMP_45386,2,Prionotemnus_palankarinnicus,,Fossil,Macropodinae,macropodin,NA,L,Mampuwordu_Sand_unspecified,Non_cave,3.9,7.54,9.44
UCMP_45375,3,Prionotemnus_palankarinnicus,,Fossil,Macropodinae,macropodin,NA,L,Mampuwordu_Sand_unspecified,Non_cave,3.9,7.72,9.68
